,起点城市,起点城市所属地级市,起点城市所属省份,起点机场,终点城市,终点城市所属地级市,终点城市所属省份,终点机场,航空公司,航班,机型,出发时间,到达时间,准点率,班次_周一,班次_周二,班次_周三,班次_周四,班次_周五,班次_周六,班次_周日
744,合肥,合肥市,安徽省,合肥新桥国际机场,乌鲁木齐,乌鲁木齐市,新疆维吾尔自治区,乌鲁木齐地窝堡国际机场T2,中国国航,CA4706,,19:05,23:55,81%,1,1,1,1,1,1,1
745,合肥,合肥市,安徽省,合肥新桥国际机场,乌鲁木齐,乌鲁木齐市,新疆维吾尔自治区,乌鲁木齐地窝堡国际机场T2,山东航空,SC4706,波音737-800（中型）,19:05,23:55,81%,1,1,1,1,1,1,1
746,西安,西安市,陕西省,西安咸阳国际机场T2,淮安,淮安市,江苏省,淮安涟水机场,长安航空,9H8355,波音737-800（中型）,7:25,9:20,82%,1,1,1,1,1,1,1
747,重庆,,重庆市,重庆江北国际机场T3,昆明,昆明市,云南省,昆明长水国际机场,东方航空,MU5449,空中客车A320（中型）,6:40,8:10,100%,1,0,1,0,1,0,1
748,重庆,,重庆市,重庆江北国际机场T3,昆明,昆明市,云南省,昆明长水国际机场,东方航空,MU5449,空中客车A320（中型）,6:40,8:15,100%,0,1,0,1,0,1,0
749,重庆,,重庆市,重庆江北国际机场T3,昆明,昆明市,云南省,昆明长水国际机场,南方航空,CZ8157,空中客车320（中型）,6:50,8:20,100%,1,1,1,1,1,1,1
750,重庆,,重庆市,重庆江北国际机场T3,昆明,昆明市,云南省,昆明长水国际机场,重庆航空,OQ2357,空中客车320（中型）,6:50,8:20,100%,1,1,1,1,1,1,1
751,重庆,,重庆市,重庆江北国际机场T3,昆明,昆明市,云南省,昆明长水国际机场,中国国航,CA5722,,13:00,16:40,-,1,1,1,1,1,1,1
752,重庆,,重庆市,重庆江北国际机场T3,昆明,昆明市,云南省,昆明长水国际机场,昆明航空,KY8222,波音737-700（中型）,13:00,16:40,-,1,1,1,1,1,1,1
753,重庆,,重庆市,重庆江北国际机场T3,昆明,昆明市,云南省,昆明长水国际机场,深圳航空,ZH3122,波音737-700（中型）,13:00,16:40,-,1,1,1,1,1,1,1
754,重庆,,重庆市,重庆江北国际机场T2A,昆明,昆明市,云南省,昆明长水国际机场,四川航空,3U3159,,13:05,14:40,93%,1,1,1,1,1,1,1
755,重庆,,重庆市,重庆江北国际机场T3,昆明,昆明市,云南省,昆明长水国际机场,南方航空,CZ6459,空中客车A320（中型）,13:05,14:40,93%,1,1,1,1,1,1,1
756,重庆,,重庆市,重庆江北国际机场T3,昆明,昆明市,云南省,昆明长水国际机场,厦门航空,MF4184,,13:05,14:40,93%,1,1,1,1,1,1,1
757,重庆,,重庆市,重庆江北国际机场T3,昆明,昆明市,云南省,昆明长水国际机场,东方航空,MU5866,波音737（中型）,14:10,16:50,93%,0,1,0,1,0,1,0
758,重庆,,重庆市,重庆江北国际机场T2A,昆明,昆明市,云南省,昆明长水国际机场,四川航空,3U3178,,14:15,15:50,91%,1,1,0,1,1,1,1
759,重庆,,重庆市,重庆江北国际机场T3,昆明,昆明市,云南省,昆明长水国际机场,南方航空,CZ6949,波音737MAX8（中型）,14:15,15:50,91%,1,1,0,1,1,1,1
760,重庆,,重庆市,重庆江北国际机场T3,昆明,昆明市,云南省,昆明长水国际机场,东方航空,MU5866,波音737（中型）,14:20,17:15,93%,1,0,1,0,1,0,1
761,重庆,,重庆市,重庆江北国际机场T2A,昆明,昆明市,云南省,昆明长水国际机场,四川航空,3U3151,,15:00,16:35,73%,1,1,1,1,1,1,1
762,重庆,,重庆市,重庆江北国际机场T3,昆明,昆明市,云南省,昆明长水国际机场,南方航空,CZ6403,空中客车A321（中型）,15:00,16:35,71%,1,1,1,1,1,1,1
763,重庆,,重庆市,重庆江北国际机场T3,昆明,昆明市,云南省,昆明长水国际机场,厦门航空,MF4127,,15:00,16:35,73%,1,1,1,1,1,1,1
764,重庆,,重庆市,重庆江北国际机场T2A,昆明,昆明市,云南省,昆明长水国际机场,四川航空,3U8514,空中客车A320（中型）,15:15,16:50,93%,1,1,0,1,1,1,0
765,重庆,,重庆市,重庆江北国际机场T3,昆明,昆明市,云南省,昆明长水国际机场,南方航空,CZ9946,空中客车321（中型）,15:15,16:50,93%,1,1,0,1,1,1,0
766,济南,济南市,山东省,济南遥墙国际机场,贵阳,贵阳市,贵州省,贵阳龙洞堡国际机场T2,中国国航,CA8821,,14:35,19:25,98%,1,0,1,0,0,1,0
767,济南,济南市,山东省,济南遥墙国际机场,贵阳,贵阳市,贵州省,贵阳龙洞堡国际机场T1,华夏航空,G56175,波音737-800（中型）,14:35,19:25,98%,1,0,1,0,0,1,0
768,济南,济南市,山东省,济南遥墙国际机场,贵阳,贵阳市,贵州省,贵阳龙洞堡国际机场T2,山东航空,SC8821,波音737-800（中型）,14:35,19:25,98%,1,0,1,0,0,1,0
769,济南,济南市,山东省,济南遥墙国际机场,贵阳,贵阳市,贵州省,贵阳龙洞堡国际机场T2,四川航空,3U1046,波音737-800（中型）,16:10,19:10,98%,1,1,1,1,1,1,1
770,济南,济南市,山东省,济南遥墙国际机场,贵阳,贵阳市,贵州省,贵阳龙洞堡国际机场T2,中国国航,CA4958,波音737-800（中型）,16:10,19:10,98%,1,1,1,1,1,1,1
771,济南,济南市,山东省,济南遥墙国际机场,贵阳,贵阳市,贵州省,贵阳龙洞堡国际机场T1,华夏航空,G56162,波音737-800（中型）,16:10,19:10,98%,1,1,1,1,1,1,1
772,济南,济南市,山东省,济南遥墙国际机场,贵阳,贵阳市,贵州省,贵阳龙洞堡国际机场T2,山东航空,SC4958,波音737-800（中型）,16:10,19:10,98%,1,1,1,1,1,1,1
773,济南,济南市,山东省,济南遥墙国际机场,贵阳,贵阳市,贵州省,贵阳龙洞堡国际机场T2,海南航空,HU1544,波音737-800（中型）,16:15,20:55,100%,1,1,1,1,1,1,1
774,济南,济南市,山东省,济南遥墙国际机场,贵阳,贵阳市,贵州省,贵阳龙洞堡国际机场T2,金鹏航空,Y87544,波音737-800（中型）,16:15,20:55,100%,1,1,1,1,1,1,1
775,济南,济南市,山东省,济南遥墙国际机场,贵阳,贵阳市,贵州省,贵阳龙洞堡国际机场T2,四川航空,3U1054,波音737-800（中型）,18:45,21:45,95%,1,1,1,1,1,1,1
776,济南,济南市,山东省,济南遥墙国际机场,贵阳,贵阳市,贵州省,贵阳龙洞堡国际机场T2,中国国航,CA8724,波音737-800（中型）,18:45,21:45,95%,1,1,1,1,1,1,1
777,济南,济南市,山东省,济南遥墙国际机场,贵阳,贵阳市,贵州省,贵阳龙洞堡国际机场T1,华夏航空,G56172,波音737-800（中型）,18:45,21:45,95%,1,1,1,1,1,1,1
778,济南,济南市,山东省,济南遥墙国际机场,贵阳,贵阳市,贵州省,贵阳龙洞堡国际机场T2,山东航空,SC8724,波音737-800（中型）,18:45,21:45,95%,1,1,1,1,1,1,1
779,济南,济南市,山东省,济南遥墙国际机场,贵阳,贵阳市,贵州省,贵阳龙洞堡国际机场T1,九元航空,AQ1074,全新737舒适飞行（中型）,23:00,1:55,-,1,1,1,1,1,1,1
780,北京,,北京市,北京首都国际机场T3,拉萨,拉萨市,西藏自治区,拉萨贡嘎国际机场,中国国航,CA4112,空中客车A319（中型）,8:20,15:05,93%,1,1,1,1,1,1,1
781,北京,,北京市,北京首都国际机场T3,拉萨,拉萨市,西藏自治区,拉萨贡嘎国际机场,深圳航空,ZH4112,空中客车319（中型）,8:20,15:05,93%,1,1,1,1,1,1,1
782,北京,,北京市,北京首都国际机场T3,拉萨,拉萨市,西藏自治区,拉萨贡嘎国际机场,中国国航,CA3922,空中客车319（中型）,14:50,19:30,95%,1,1,1,1,1,1,1
783,北京,,北京市,北京首都国际机场T3,拉萨,拉萨市,西藏自治区,拉萨贡嘎国际机场,西藏航空,TV9816,空中客车A319（中型）,14:50,19:30,95%,1,1,1,1,1,1,1
784,北京,,北京市,北京首都国际机场T3,拉萨,拉萨市,西藏自治区,拉萨贡嘎国际机场,深圳航空,ZH3916,空中客车319（中型）,14:50,19:30,95%,1,1,1,1,1,1,1
785,泉州,泉州市,福建省,泉州晋江机场,广州,广州市,广东省,广州白云国际机场T2,南方航空,CZ5289,波音737-800（中型）,9:40,11:25,100%,1,1,1,1,1,1,1
786,泉州,泉州市,福建省,泉州晋江机场,广州,广州市,广东省,广州白云国际机场T2,厦门航空,MF8385,波音737-800（中型）,9:40,11:25,100%,1,1,1,1,1,1,1
787,泉州,泉州市,福建省,泉州晋江机场,广州,广州市,广东省,广州白云国际机场T2,河北航空,NS8385,,9:40,11:25,100%,1,1,1,1,1,1,1
788,泉州,泉州市,福建省,泉州晋江机场,广州,广州市,广东省,广州白云国际机场T1,中国国航,CA3618,空中客车A320（中型）,14:15,15:55,73%,1,1,1,1,1,1,1
789,泉州,泉州市,福建省,泉州晋江机场,广州,广州市,广东省,广州白云国际机场T1,昆明航空,KY9996,空中客车A320（中型）,14:15,15:55,73%,1,1,1,1,1,1,1
790,泉州,泉州市,福建省,泉州晋江机场,广州,广州市,广东省,广州白云国际机场T1,山东航空,SC9996,,14:15,15:55,73%,1,1,1,1,1,1,1
791,泉州,泉州市,福建省,泉州晋江机场,广州,广州市,广东省,广州白云国际机场T1,深圳航空,ZH9996,空中客车A320（中型）,14:15,15:55,73%,1,1,1,1,1,1,1
792,泉州,泉州市,福建省,泉州晋江机场,广州,广州市,广东省,广州白云国际机场T1,中国国航,CA3850,空中客车A320（中型）,22:15,23:50,89%,1,0,1,0,1,0,1
793,泉州,泉州市,福建省,泉州晋江机场,广州,广州市,广东省,广州白云国际机场T1,昆明航空,KY9836,空中客车A320（中型）,22:15,23:50,89%,1,0,1,0,1,0,1
794,泉州,泉州市,福建省,泉州晋江机场,广州,广州市,广东省,广州白云国际机场T1,山东航空,SC9836,,22:15,23:50,89%,1,0,1,0,1,0,1
795,泉州,泉州市,福建省,泉州晋江机场,广州,广州市,广东省,广州白云国际机场T1,深圳航空,ZH9836,空中客车A320（中型）,22:15,23:50,89%,1,0,1,0,1,0,1
796,泉州,泉州市,福建省,泉州晋江机场,广州,广州市,广东省,广州白云国际机场T1,中国国航,CA3850,空中客车A320（中型）,23:25,1:10,89%,0,1,0,1,0,1,0
797,泉州,泉州市,福建省,泉州晋江机场,广州,广州市,广东省,广州白云国际机场T1,昆明航空,KY9836,空中客车A320（中型）,23:25,1:10,89%,0,1,0,1,0,1,0
798,泉州,泉州市,福建省,泉州晋江机场,广州,广州市,广东省,广州白云国际机场T1,山东航空,SC9836,,23:25,1:10,89%,0,1,0,1,0,1,0
799,泉州,泉州市,福建省,泉州晋江机场,广州,广州市,广东省,广州白云国际机场T1,深圳航空,ZH9836,空中客车A320（中型）,23:25,1:10,89%,0,1,0,1,0,1,0
800,南宁,南宁市,广西壮族自治区,南宁吴圩国际机场T2,昆明,昆明市,云南省,昆明长水国际机场,东方航空,MU2593,波音737（中型）,9:20,10:50,98%,1,0,1,0,1,0,1
801,南宁,南宁市,广西壮族自治区,南宁吴圩国际机场T2,昆明,昆明市,云南省,昆明长水国际机场,东方航空,MU5882,波音737（中型）,11:10,12:45,90%,1,0,0,0,0,0,0
802,南宁,南宁市,广西壮族自治区,南宁吴圩国际机场T2,昆明,昆明市,云南省,昆明长水国际机场,东方航空,MU784,波音737-900ER（中型）,16:35,18:15,97%,0,1,0,1,0,1,0
803,南宁,南宁市,广西壮族自治区,南宁吴圩国际机场T2,昆明,昆明市,云南省,昆明长水国际机场,南方航空,CZ3863,波音737-800（中型）,18:30,20:10,97%,0,0,0,1,0,0,1
804,南宁,南宁市,广西壮族自治区,南宁吴圩国际机场T2,昆明,昆明市,云南省,昆明长水国际机场,东方航空,MU2012,波音737-900ER（中型）,18:30,20:15,82%,0,0,1,0,0,0,0
805,南宁,南宁市,广西壮族自治区,南宁吴圩国际机场T2,昆明,昆明市,云南省,昆明长水国际机场,东方航空,MU3135,波音737-300（中型）,18:30,20:10,95%,0,0,0,1,0,0,1
806,南宁,南宁市,广西壮族自治区,南宁吴圩国际机场T2,昆明,昆明市,云南省,昆明长水国际机场,东方航空,MU2566,波音737（中型）,20:55,22:35,95%,0,0,0,0,0,0,1
807,广州,广州市,广东省,广州白云国际机场T1,烟台,烟台市,山东省,烟台蓬莱国际机场,长龙航空,GJ8061,空中客车A320（中型）,5:40,8:40,95%,1,1,1,1,1,1,1
808,广州,广州市,广东省,广州白云国际机场T1,烟台,烟台市,山东省,烟台蓬莱国际机场,中国国航,CA4898,,12:20,15:30,98%,1,1,1,1,1,1,1
809,广州,广州市,广东省,广州白云国际机场T1,烟台,烟台市,山东省,烟台蓬莱国际机场,山东航空,SC4898,波音737-800（中型）,12:20,15:30,98%,1,1,1,1,1,1,1
810,广州,广州市,广东省,广州白云国际机场T2,烟台,烟台市,山东省,烟台蓬莱国际机场,南方航空,CZ6262,空中客车A320（中型）,17:20,20:20,89%,0,1,0,1,0,1,0
811,广州,广州市,广东省,广州白云国际机场T2,烟台,烟台市,山东省,烟台蓬莱国际机场,厦门航空,MF1994,,17:20,20:20,89%,0,1,0,1,0,1,0
812,海拉尔,呼伦贝尔市,内蒙古自治区,海拉尔东山机场,加格达奇,大兴安岭地区,黑龙江省,加格达奇机场,中国国航,CA5817,,10:30,11:15,97%,1,1,1,1,1,1,1
813,海拉尔,呼伦贝尔市,内蒙古自治区,海拉尔东山机场,加格达奇,大兴安岭地区,黑龙江省,加格达奇机场,华夏航空,G52753,庞巴迪宇航CRJ900（小型）,10:30,11:15,97%,1,1,1,1,1,1,1
814,海拉尔,呼伦贝尔市,内蒙古自治区,海拉尔东山机场,加格达奇,大兴安岭地区,黑龙江省,加格达奇机场,山东航空,SC2649,庞巴迪宇航CRJ900（小型）,10:30,11:15,97%,1,1,1,1,1,1,1
815,南阳,南阳市,河南省,南阳姜营机场,长沙,长沙市,湖南省,长沙黄花国际机场T2,华夏航空,G54827,庞巴迪宇航CRJ900（小型）,17:50,19:25,98%,0,1,0,1,0,1,0
816,南阳,南阳市,河南省,南阳姜营机场,长沙,长沙市,湖南省,长沙黄花国际机场T1,山东航空,SC2695,空中客车A320（中型）,17:50,19:25,98%,0,1,0,1,0,1,0
817,杭州,杭州市,浙江省,杭州萧山国际机场T3,呼和浩特,呼和浩特市,内蒙古自治区,呼和浩特白塔国际机场,长龙航空,GJ8073,空中客车A320（中型）,6:40,11:00,98%,0,1,0,1,0,1,0
818,杭州,杭州市,浙江省,杭州萧山国际机场T3,呼和浩特,呼和浩特市,内蒙古自治区,呼和浩特白塔国际机场,南方航空,CZ5075,波音737-800（中型）,9:40,12:25,88%,1,1,1,1,1,1,1
819,杭州,杭州市,浙江省,杭州萧山国际机场T3,呼和浩特,呼和浩特市,内蒙古自治区,呼和浩特白塔国际机场,厦门航空,MF8123,波音737-800（中型）,9:40,12:25,88%,1,1,1,1,1,1,1
820,杭州,杭州市,浙江省,杭州萧山国际机场T3,呼和浩特,呼和浩特市,内蒙古自治区,呼和浩特白塔国际机场,河北航空,NS8123,,9:40,12:25,88%,1,1,1,1,1,1,1
821,杭州,杭州市,浙江省,杭州萧山国际机场T3,呼和浩特,呼和浩特市,内蒙古自治区,呼和浩特白塔国际机场,首都航空,JD5643,空中客车A321（中型）,16:15,19:10,80%,1,1,1,1,1,1,1
822,杭州,杭州市,浙江省,杭州萧山国际机场T1,呼和浩特,呼和浩特市,内蒙古自治区,呼和浩特白塔国际机场,中国国航,CA1793,空中客车A319（中型）,17:30,20:15,63%,1,1,0,1,0,1,1
823,杭州,杭州市,浙江省,杭州萧山国际机场T1,呼和浩特,呼和浩特市,内蒙古自治区,呼和浩特白塔国际机场,华夏航空,G54409,空中客车A319（中型）,17:30,20:15,63%,1,1,0,1,0,1,1
824,杭州,杭州市,浙江省,杭州萧山国际机场T1,呼和浩特,呼和浩特市,内蒙古自治区,呼和浩特白塔国际机场,深圳航空,ZH1793,空中客车A319（中型）,17:30,20:15,63%,1,1,0,1,0,1,1
825,杭州,杭州市,浙江省,杭州萧山国际机场T3,呼和浩特,呼和浩特市,内蒙古自治区,呼和浩特白塔国际机场,天津航空,GS6606,巴西航空工业公司190（中型）,17:35,22:15,88%,0,1,0,1,0,1,0
826,厦门,厦门市,福建省,厦门高崎国际机场T3,西安,西安市,陕西省,西安咸阳国际机场T3,南方航空,CZ5141,波音737-800（中型）,8:10,11:15,97%,1,1,1,1,1,1,1
827,厦门,厦门市,福建省,厦门高崎国际机场T3,西安,西安市,陕西省,西安咸阳国际机场T3,厦门航空,MF8217,波音737-800（中型）,8:10,11:15,97%,1,1,1,1,1,1,1
828,厦门,厦门市,福建省,厦门高崎国际机场T3,西安,西安市,陕西省,西安咸阳国际机场T3,河北航空,NS8217,,8:10,11:15,97%,1,1,1,1,1,1,1
829,厦门,厦门市,福建省,厦门高崎国际机场T4,西安,西安市,陕西省,西安咸阳国际机场T2,中国国航,CA4879,波音737-800（中型）,9:05,13:30,86%,1,0,1,0,1,0,1
830,厦门,厦门市,福建省,厦门高崎国际机场T4,西安,西安市,陕西省,西安咸阳国际机场T3,华夏航空,G56137,波音737-800（中型）,9:05,13:30,86%,1,0,1,0,1,0,1
831,厦门,厦门市,福建省,厦门高崎国际机场T4,西安,西安市,陕西省,西安咸阳国际机场T2,山东航空,SC4879,波音737-800（中型）,9:05,13:30,86%,1,0,1,0,1,0,1
832,厦门,厦门市,福建省,厦门高崎国际机场T4,西安,西安市,陕西省,西安咸阳国际机场T3,东方航空,MU2983,空中客车A320（中型）,9:50,15:00,77%,1,1,1,1,1,1,1
833,厦门,厦门市,福建省,厦门高崎国际机场T3,西安,西安市,陕西省,西安咸阳国际机场T3,南方航空,CZ5171,波音737-800（中型）,9:55,13:10,97%,1,1,1,1,1,1,1
834,厦门,厦门市,福建省,厦门高崎国际机场T3,西安,西安市,陕西省,西安咸阳国际机场T3,厦门航空,MF8247,波音737-800（中型）,9:55,13:10,97%,1,1,1,1,1,1,1
835,厦门,厦门市,福建省,厦门高崎国际机场T3,西安,西安市,陕西省,西安咸阳国际机场T3,河北航空,NS8247,波音737（中型）,9:55,13:10,97%,1,1,1,1,1,1,1
836,厦门,厦门市,福建省,厦门高崎国际机场T4,西安,西安市,陕西省,西安咸阳国际机场T3,东方航空,MU9646,空中客车A320（中型）,10:55,14:10,97%,1,1,1,1,1,1,1
837,厦门,厦门市,福建省,厦门高崎国际机场T4,西安,西安市,陕西省,西安咸阳国际机场T2,天津航空,GS7634,空中客车A320（中型）,12:10,16:40,84%,1,0,1,0,1,0,1
838,厦门,厦门市,福建省,厦门高崎国际机场T3,西安,西安市,陕西省,西安咸阳国际机场T3,南方航空,CZ5157,波音737-800（中型）,12:40,16:50,75%,1,1,1,1,1,1,1
839,厦门,厦门市,福建省,厦门高崎国际机场T3,西安,西安市,陕西省,西安咸阳国际机场T3,厦门航空,MF8233,波音737-800（中型）,12:40,16:50,77%,1,1,1,1,1,1,1
840,厦门,厦门市,福建省,厦门高崎国际机场T3,西安,西安市,陕西省,西安咸阳国际机场T3,河北航空,NS8233,,12:40,16:50,77%,1,1,1,1,1,1,1
841,厦门,厦门市,福建省,厦门高崎国际机场T4,西安,西安市,陕西省,西安咸阳国际机场T2,天津航空,GS7678,空中客车A320（中型）,13:00,17:45,66%,0,1,0,1,0,1,0
842,厦门,厦门市,福建省,厦门高崎国际机场T4,西安,西安市,陕西省,西安咸阳国际机场T2,天津航空,GS7662,空中客车A320（中型）,14:05,18:45,77%,0,1,0,1,0,1,0
843,厦门,厦门市,福建省,厦门高崎国际机场T4,西安,西安市,陕西省,西安咸阳国际机场T2,中国国航,CA8777,波音737-800（中型）,15:35,20:20,82%,1,1,1,1,1,1,1
844,厦门,厦门市,福建省,厦门高崎国际机场T4,西安,西安市,陕西省,西安咸阳国际机场T3,华夏航空,G56145,波音737-800（中型）,15:35,20:20,82%,1,1,1,1,1,1,1
845,厦门,厦门市,福建省,厦门高崎国际机场T4,西安,西安市,陕西省,西安咸阳国际机场T2,山东航空,SC8777,波音737-800（中型）,15:35,20:20,82%,1,1,1,1,1,1,1
846,厦门,厦门市,福建省,厦门高崎国际机场T3,西安,西安市,陕西省,西安咸阳国际机场T3,南方航空,CZ5131,波音737-800（中型）,15:45,18:55,89%,1,1,1,1,1,1,1
847,厦门,厦门市,福建省,厦门高崎国际机场T3,西安,西安市,陕西省,西安咸阳国际机场T3,厦门航空,MF8207,波音737-800（中型）,15:45,18:55,91%,1,1,1,1,1,1,1
848,厦门,厦门市,福建省,厦门高崎国际机场T3,西安,西安市,陕西省,西安咸阳国际机场T3,河北航空,NS8207,,15:45,18:55,91%,1,1,1,1,1,1,1
849,厦门,厦门市,福建省,厦门高崎国际机场T4,西安,西安市,陕西省,西安咸阳国际机场T2,首都航空,JD5106,,17:55,22:45,77%,0,1,0,1,0,1,0
850,厦门,厦门市,福建省,厦门高崎国际机场T4,西安,西安市,陕西省,西安咸阳国际机场T2,首都航空,JD5326,空中客车A32C（中型）,17:55,22:45,72%,1,0,1,0,1,0,1
851,厦门,厦门市,福建省,厦门高崎国际机场T4,西安,西安市,陕西省,西安咸阳国际机场T2,长安航空,9H8398,波音737-800（中型）,19:05,23:40,-,1,0,1,0,1,0,1
852,厦门,厦门市,福建省,厦门高崎国际机场T4,西安,西安市,陕西省,西安咸阳国际机场T2,福州航空,FU7518,波音737-800（中型）,19:10,22:25,86%,1,0,1,1,1,1,1
853,厦门,厦门市,福建省,厦门高崎国际机场T4,西安,西安市,陕西省,西安咸阳国际机场T2,海南航空,HU7518,波音737-800（中型）,19:10,22:25,86%,1,0,1,1,1,1,1
854,厦门,厦门市,福建省,厦门高崎国际机场T3,西安,西安市,陕西省,西安咸阳国际机场T3,厦门航空,MF3006,,21:05,0:15,89%,1,0,1,1,1,1,1
855,厦门,厦门市,福建省,厦门高崎国际机场T4,西安,西安市,陕西省,西安咸阳国际机场T3,东方航空,MU2188,空中客车A320（中型）,21:05,0:15,89%,1,0,1,1,1,1,1
856,三亚,三亚市,海南省,三亚凤凰国际机场T1,鸡西,鸡西市,黑龙江省,鸡西兴凯湖机场,南方航空,CZ6384,空中客车A320（中型）,7:30,14:45,95%,0,1,0,1,1,1,1
857,宁波,宁波市,浙江省,宁波栎社国际机场,武汉,武汉市,湖北省,武汉天河国际机场T3,东方航空,MU9657,空中客车A320（中型）,7:35,9:20,93%,0,1,1,0,1,1,1
858,宁波,宁波市,浙江省,宁波栎社国际机场,武汉,武汉市,湖北省,武汉天河国际机场T3,东方航空,MU9931,空中客车A320（中型）,7:35,9:20,98%,1,0,0,1,0,0,0
859,宁波,宁波市,浙江省,宁波栎社国际机场,武汉,武汉市,湖北省,武汉天河国际机场T3,南方航空,CZ3786,波音737-800（中型）,13:15,15:10,97%,1,0,1,1,0,1,0
860,宁波,宁波市,浙江省,宁波栎社国际机场,武汉,武汉市,湖北省,武汉天河国际机场T3,东方航空,MU2474,波音737-800（中型）,15:10,16:50,91%,0,0,1,0,0,0,0
861,宁波,宁波市,浙江省,宁波栎社国际机场,武汉,武汉市,湖北省,武汉天河国际机场T3,东方航空,MU2474,波音737-800（中型）,15:15,16:55,91%,0,0,0,1,0,0,0
862,宁波,宁波市,浙江省,宁波栎社国际机场,武汉,武汉市,湖北省,武汉天河国际机场T3,东方航空,MU2474,波音737-800（中型）,15:25,17:05,91%,1,1,0,0,1,1,1
863,宁波,宁波市,浙江省,宁波栎社国际机场,武汉,武汉市,湖北省,武汉天河国际机场T3,南方航空,CZ3838,波音737-200（中型）,16:55,18:50,91%,0,0,0,1,1,1,1
864,贵阳,贵阳市,贵州省,贵阳龙洞堡国际机场T1,百色,百色市,广西壮族自治区,百色机场,华夏航空,G52677,庞巴迪宇航CRJ900（小型）,9:20,10:15,92%,0,1,0,1,0,1,0
865,贵阳,贵阳市,贵州省,贵阳龙洞堡国际机场T1,百色,百色市,广西壮族自治区,百色机场,华夏航空,G52845,庞巴迪宇航CRJ900（小型）,12:30,13:20,-,1,0,1,0,1,0,1
866,成都,成都市,四川省,成都双流国际机场T1,嘉峪关,嘉峪关市,甘肃省,嘉峪关机场,四川航空,3U8771,,15:25,19:25,89%,0,1,0,1,0,1,0
867,成都,成都市,四川省,成都双流国际机场T2,嘉峪关,嘉峪关市,甘肃省,嘉峪关机场,东方航空,MU1044,,15:25,19:25,89%,0,1,0,1,0,1,0
868,梅州,梅州市,广东省,梅州梅县机场,珠海,珠海市,广东省,珠海金湾机场,北部湾航空,GX8840,巴西航空工业公司190（中型）,11:50,13:05,100%,1,0,1,0,1,0,1
869,厦门,厦门市,福建省,厦门高崎国际机场T3,西宁,西宁市,青海省,西宁曹家堡机场T2,南方航空,CZ5149,波音737-800（中型）,8:55,14:30,95%,1,0,0,1,1,1,0
870,厦门,厦门市,福建省,厦门高崎国际机场T3,西宁,西宁市,青海省,西宁曹家堡机场T2,厦门航空,MF8225,波音737-800（中型）,8:55,14:30,95%,1,0,0,1,1,1,0
871,厦门,厦门市,福建省,厦门高崎国际机场T3,西宁,西宁市,青海省,西宁曹家堡机场T2,河北航空,NS8225,,8:55,14:30,95%,1,0,0,1,1,1,0
872,厦门,厦门市,福建省,厦门高崎国际机场T4,西宁,西宁市,青海省,西宁曹家堡机场T2,中国国航,CA4735,波音737-800（中型）,12:55,18:35,82%,1,1,1,1,1,1,1
873,厦门,厦门市,福建省,厦门高崎国际机场T4,西宁,西宁市,青海省,西宁曹家堡机场T2,华夏航空,G56209,波音737（中型）,12:55,18:35,82%,1,1,1,1,1,1,1
874,厦门,厦门市,福建省,厦门高崎国际机场T4,西宁,西宁市,青海省,西宁曹家堡机场T2,山东航空,SC4735,波音737（中型）,12:55,18:35,82%,1,1,1,1,1,1,1
875,福州,福州市,福建省,福州长乐国际机场,湛江,湛江市,广东省,湛江机场,厦门航空,MF7079,巴西航空工业公司190（中型）,14:45,16:55,80%,1,0,1,0,1,0,1
876,福州,福州市,福建省,福州长乐国际机场,湛江,湛江市,广东省,湛江机场,河北航空,NS3331,巴西航空工业公司190（中型）,14:45,16:55,80%,1,0,1,0,1,0,1
877,北京,,北京市,北京首都国际机场T3,兰州,兰州市,甘肃省,兰州中川机场T2,中国国航,CA1273,空中客车A320（中型）,7:50,10:25,100%,1,1,1,1,1,1,1
878,北京,,北京市,北京首都国际机场T3,兰州,兰州市,甘肃省,兰州中川机场T2,深圳航空,ZH1273,空中客车A320（中型）,7:50,10:25,100%,1,1,1,1,1,1,1
879,北京,,北京市,北京首都国际机场T3,兰州,兰州市,甘肃省,兰州中川机场T2,中国国航,CA1239,波音737-800（中型）,9:25,12:00,97%,1,1,1,1,1,1,1
880,北京,,北京市,北京首都国际机场T3,兰州,兰州市,甘肃省,兰州中川机场T2,深圳航空,ZH1239,空中客车319（中型）,9:25,12:00,97%,1,1,1,1,1,1,1
881,北京,,北京市,北京首都国际机场T2,兰州,兰州市,甘肃省,兰州中川机场T2,南方航空,CZ9138,空中客车320（中型）,11:20,13:55,100%,1,1,1,1,1,1,1
882,北京,,北京市,北京首都国际机场T2,兰州,兰州市,甘肃省,兰州中川机场T2,东方航空,MU2412,空中客车A320（中型）,11:20,13:55,100%,1,1,1,1,1,1,1
883,北京,,北京市,北京首都国际机场T3,兰州,兰州市,甘肃省,兰州中川机场T2,中国国航,CA1271,波音737-800（中型）,11:45,14:35,91%,0,0,0,0,1,0,0
884,北京,,北京市,北京首都国际机场T3,兰州,兰州市,甘肃省,兰州中川机场T2,深圳航空,ZH1271,波音737-800（中型）,11:45,14:35,91%,0,0,0,0,1,0,0
885,北京,,北京市,北京首都国际机场T3,兰州,兰州市,甘肃省,兰州中川机场T2,中国国航,CA1271,波音737-800（中型）,12:00,14:35,91%,0,1,0,0,0,0,0
